 years months days precipitation
16775 2005 12 5 0.0
16776 2005 12 6 0.0
16777 2005 12 7 0.0
16778 2005 12 8 0.0
16779 2005 12 9 1.5
16780 2005 12 10 4.8
16781 2005 12 11 0.0
16782 2005 12 12 0.0
16783 2005 12 13 0.0
16784 2005 12 14 0.0
16785 2005 12 15 0.0
16786 2005 12 16 0.0
16787 2005 12 17 0.0
16788 2005 12 18 0.0
16789 2005 12 19 0.0
16790 2005 12 20 0.0
16791 2005 12 21 0.0
16792 2005 12 22 0.0
16793 2005 12 23 0.0
16794 2005 12 24 0.0
16795 2005 12 25 0.0
16796 2005 12 26 0.0
16797 2005 12 27 0.0
16798 2005 12 28 0.0
16799 2005 12 29 0.0
16800 2005 12 30 0.0
16801 2005 12 31 0.0
16802 2006 1 1 0.0
16803 2006 1 2 0.0
16804 2006 1 3 0.0
16805 2006 1 4 0.0
16806 2006 1 5 0.2
16807 2006 1 6 0.0
16808 2006 1 7 0.5
16809 2006 1 8 6.2
16810 2006 1 9 0.1
16811 2006 1 10 0.0
16812 2006 1 11 0.0
16813 2006 1 12 43.0
16814 2006 1 13 0.0
16815 2006 1 14 5.9
16816 2006 1 15 0.0
16817 2006 1 16 0.0
16818 2006 1 17 0.0
16819 2006 1 18 0.0
16820 2006 1 19 0.0
16821 2006 1 20 0.0
16822 2006 1 21 0.0
16823 2006 1 22 0.0
16824 2006 1 23 0.0
16825 2006 1 24 0.0
16826 2006 1 25 0.0
16827 2006 1 26 0.0
16828 2006 1 27 0.0
16829 2006 1 28 0.6
16830 2006 1 29 16.3
16831 2006 1 30 0.0
16832 2006 1 31 0.0
16833 2006 2 1 0.1
16834 2006 2 2 0.0
16835 2006 2 3 0.0
16836 2006 2 4 0.0
16837 2006 2 5 0.0
16838 2006 2 6 9.0
16839 2006 2 7 10.6
16840 2006 2 8 0.9
16841 2006 2 9 2.0
16842 2006 2 10 4.5
16843 2006 2 11 16.0
16844 2006 2 12 5.3
16845 2006 2 13 0.0
16846 2006 2 14 0.0
16847 2006 2 15 38.1
16848 2006 2 16 1.0
16849 2006 2 17 0.0
16850 2006 2 18 0.0
16851 2006 2 19 0.0
16852 2006 2 20 0.0
16853 2006 2 21 0.1
16854 2006 2 22 0.0
16855 2006 2 23 0.0
16856 2006 2 24 0.0
16857 2006 2 25 4.8
16858 2006 2 26 0.0
16859 2006 2 27 0.0
16860 2006 2 28 0.0
16861 2006 3 1 0.3
16862 2006 3 2 0.0
16863 2006 3 3 51.5
16864 2006 3 4 0.0
16865 2006 3 5 0.0
16866 2006 3 6 7.9
16867 2006 3 7 22.6
16868 2006 3 8 0.0
16869 2006 3 9 13.7
16870 2006 3 10 0.0
16871 2006 3 11 0.0
16872 2006 3 12 3.4
16873 2006 3 13 0.0
16874 2006 3 14 0.0
16875 2006 3 15 1.8
16876 2006 3 16 1.0
16877 2006 3 17 0.0
16878 2006 3 18 0.0
16879 2006 3 19 1.0
16880 2006 3 20 0.0
16881 2006 3 21 0.0
16882 2006 3 22 16.7
16883 2006 3 23 0.0
16884 2006 3 24 0.0
16885 2006 3 25 0.0
16886 2006 3 26 34.2
16887 2006 3 27 10.4
16888 2006 3 28 0.0
16889 2006 3 29 0.0
16890 2006 3 30 0.0
16891 2006 3 31 26.4
16892 2006 4 1 0.0
16893 2006 4 2 17.7
16894 2006 4 3 3.5
16895 2006 4 4 18.6
16896 2006 4 5 0.0
16897 2006 4 6 0.0
16898 2006 4 7 0.0
16899 2006 4 8 8.4
16900 2006 4 9 0.2
16901 2006 4 10 0.5
16902 2006 4 11 0.0
16903 2006 4 12 0.0
16904 2006 4 13 0.0
16905 2006 4 14 0.0
16906 2006 4 15 0.0
16907 2006 4 16 16.3
16908 2006 4 17 2.6
16909 2006 4 18 7.5
16910 2006 4 19 0.0
16911 2006 4 20 0.0
16912 2006 4 21 0.0
16913 2006 4 22 0.0
16914 2006 4 23 0.0
16915 2006 4 24 23.6
16916 2006 4 25 1.3
16917 2006 4 26 0.0
16918 2006 4 27 29.3
16919 2006 4 28 21.1
16920 2006 4 29 0.0
16921 2006 4 30 0.0
16922 2006 5 1 0.0
16923 2006 5 2 0.0
16924 2006 5 3 10.1
16925 2006 5 4 0.0
16926 2006 5 5 0.6
16927 2006 5 6 1.8
16928 2006 5 7 49.6
16929 2006 5 8 0.0
16930 2006 5 9 0.0
16931 2006 5 10 39.2
16932 2006 5 11 0.0
16933 2006 5 12 0.0
16934 2006 5 13 5.6
16935 2006 5 14 0.0
16936 2006 5 15 56.7
16937 2006 5 16 1.7
16938 2006 5 17 3.7
16939 2006 5 18 1.1
16940 2006 5 19 13.2
16941 2006 5 20 29.9
16942 2006 5 21 0.0
16943 2006 5 22 14.2
16944 2006 5 23 0.0
16945 2006 5 24 0.0
16946 2006 5 25 0.0
16947 2006 5 26 0.0
16948 2006 5 27 0.0
16949 2006 5 28 11.4
16950 2006 5 29 0.0
16951 2006 5 30 7.3
16952 2006 5 31 0.4
16953 2006 6 1 0.0
16954 2006 6 2 0.0
16955 2006 6 3 6.1
16956 2006 6 4 1.2
16957 2006 6 5 0.0
16958 2006 6 6 0.8
16959 2006 6 7 35.8
16960 2006 6 8 0.0
16961 2006 6 9 24.2
16962 2006 6 10 87.7
16963 2006 6 11 0.2
16964 2006 6 12 0.0
16965 2006 6 13 0.0
16966 2006 6 14 20.9
16967 2006 6 15 2.1
16968 2006 6 16 0.0
16969 2006 6 17 0.0
16970 2006 6 18 30.4
16971 2006 6 19 0.0
16972 2006 6 20 7.7
16973 2006 6 21 3.3
16974 2006 6 22 28.8
16975 2006 6 23 0.0
16976 2006 6 24 3.3
16977 2006 6 25 0.0
16978 2006 6 26 0.0
16979 2006 6 27 0.0
16980 2006 6 28 0.0
16981 2006 6 29 5.6
16982 2006 6 30 0.0
16983 2006 7 1 0.0
16984 2006 7 2 7.8
16985 2006 7 3 0.3
16986 2006 7 4 1.0
16987 2006 7 5 0.0
16988 2006 7 6 1.6
16989 2006 7 7 0.0
16990 2006 7 8 0.0
16991 2006 7 9 0.0
16992 2006 7 10 0.1
16993 2006 7 11 0.0
16994 2006 7 12 0.0
16995 2006 7 13 2.4
16996 2006 7 14 1.2
16997 2006 7 15 16.6
16998 2006 7 16 0.0
16999 2006 7 17 1.9
17000 2006 7 18 2.5
17001 2006 7 19 1.0
17002 2006 7 20 0.0
17003 2006 7 21 0.0
17004 2006 7 22 0.0
17005 2006 7 23 0.0
17006 2006 7 24 0.0
17007 2006 7 25 0.0
17008 2006 7 26 0.0
17009 2006 7 27 0.0
17010 2006 7 28 3.6
17011 2006 7 29 2.1
17012 2006 7 30 1.3
17013 2006 7 31 0.9
17014 2006 8 1 7.8
17015 2006 8 2 3.6
17016 2006 8 3 2.4
17017 2006 8 4 3.2
17018 2006 8 5 1.1
17019 2006 8 6 0.0
17020 2006 8 7 0.0
17021 2006 8 8 0.0
17022 2006 8 9 0.0
17023 2006 8 10 0.3
17024 2006 8 11 1.1
17025 2006 8 12 4.9
17026 2006 8 13 0.0
17027 2006 8 14 0.0
17028 2006 8 15 0.0
17029 2006 8 16 0.9
17030 2006 8 17 0.0
17031 2006 8 18 0.0
17032 2006 8 19 0.0
17033 2006 8 20 0.0
17034 2006 8 21 0.0
17035 2006 8 22 0.0
17036 2006 8 23 0.0
17037 2006 8 24 0.0
17038 2006 8 25 0.0
17039 2006 8 26 0.5
17040 2006 8 27 0.6
17041 2006 8 28 0.0
17042 2006 8 29 0.0
17043 2006 8 30 0.0
17044 2006 8 31 0.0
17045 2006 9 1 10.0
17046 2006 9 2 0.0
17047 2006 9 3 22.0
17048 2006 9 4 6.2
17049 2006 9 5 0.0
17050 2006 9 6 0.0
17051 2006 9 7 33.5
17052 2006 9 8 0.0
17053 2006 9 9 0.0
17054 2006 9 10 0.0
17055 2006 9 11 7.6
17056 2006 9 12 2.5
17057 2006 9 13 11.7
17058 2006 9 14 1.7
17059 2006 9 15 21.0
17060 2006 9 16 7.4
17061 2006 9 17 0.0
17062 2006 9 18 7.3
17063 2006 9 19 0.0
17064 2006 9 20 2.6
17065 2006 9 21 2.4
17066 2006 9 22 0.0
17067 2006 9 23 0.0
17068 2006 9 24 0.0
17069 2006 9 25 19.6
17070 2006 9 26 0.0
17071 2006 9 27 36.7
17072 2006 9 28 0.0
17073 2006 9 29 0.0
17074 2006 9 30 0.0
17075 2006 10 1 0.0
17076 2006 10 2 0.0
17077 2006 10 3 34.8
17078 2006 10 4 0.0
17079 2006 10 5 0.0
17080 2006 10 6 0.0
17081 2006 10 7 0.0
17082 2006 10 8 0.0
17083 2006 10 9 11.3
17084 2006 10 10 0.0
17085 2006 10 11 12.0
17086 2006 10 12 64.6
17087 2006 10 13 12.2
17088 2006 10 14 2.6
17089 2006 10 15 0.0
17090 2006 10 16 0.0
17091 2006 10 17 0.0
17092 2006 10 18 0.0
17093 2006 10 19 7.1
17094 2006 10 20 0.0
17095 2006 10 21 0.0
17096 2006 10 22 3.6
17097 2006 10 23 0.0
17098 2006 10 24 0.0
17099 2006 10 25 3.3
17100 2006 10 26 0.0
17101 2006 10 27 0.0
17102 2006 10 28 0.0
17103 2006 10 29 14.8
17104 2006 10 30 4.7
17105 2006 10 31 0.4
17106 2006 11 1 5.8
17107 2006 11 2 8.4
17108 2006 11 3 4.4
17109 2006 11 4 1.2
17110 2006 11 5 0.0
17111 2006 11 6 0.0
17112 2006 11 7 0.0
17113 2006 11 8 0.5
17114 2006 11 9 0.0
17115 2006 11 10 0.0
17116 2006 11 11 0.0
17117 2006 11 12 0.0
17118 2006 11 13 0.0
17119 2006 11 14 0.0
17120 2006 11 15 0.0
17121 2006 11 16 0.0
17122 2006 11 17 0.0
17123 2006 11 18 0.0
17124 2006 11 19 0.0
17125 2006 11 20 0.0
17126 2006 11 21 47.8
17127 2006 11 22 0.0
17128 2006 11 23 0.0
17129 2006 11 24 0.0
17130 2006 11 25 0.0
17131 2006 11 26 0.0
17132 2006 11 27 0.0
17133 2006 11 28 0.0
17134 2006 11 29 0.0
17135 2006 11 30 0.0
17136 2006 12 1 10.5
17137 2006 12 2 5.1
17138 2006 12 3 0.0
17139 2006 12 4 0.0
17140 2006 12 5 0.0
17141 2006 12 6 0.0
17142 2006 12 7 0.0
17143 2006 12 8 0.0
17144 2006 12 9 0.0
17145 2006 12 10 0.0
17146 2006 12 11 0.0
17147 2006 12 12 0.0
17148 2006 12 13 0.3
17149 2006 12 14 0.0
17150 2006 12 15 3.9
17151 2006 12 16 1.0
17152 2006 12 17 0.0
17153 2006 12 18 0.0
17154 2006 12 19 0.0
17155 2006 12 20 0.0
17156 2006 12 21 0.0
17157 2006 12 22 0.0
17158 2006 12 23 0.0
17159 2006 12 24 0.0
17160 2006 12 25 0.0
17161 2006 12 26 0.0
17162 2006 12 27 0.0
17163 2006 12 28 0.0
17164 2006 12 29 0.0
17165 2006 12 30 0.0
17166 2006 12 31 0.0
17167 2007 1 1 0.0
17168 2007 1 2 0.0
17169 2007 1 3 0.0
17170 2007 1 4 0.0
17171 2007 1 5 0.0
17172 2007 1 6 0.0
17173 2007 1 7 0.0
17174 2007 1 8 0.0
17175 2007 1 9 0.0
17176 2007 1 10 0.0
17177 2007 1 11 0.0
17178 2007 1 12 0.0
17179 2007 1 13 0.0
17180 2007 1 14 0.0
17181 2007 1 15 0.0
17182 2007 1 16 0.0
17183 2007 1 17 0.0
17184 2007 1 18 0.0
17185 2007 1 19 0.0
17186 2007 1 20 0.0
17187 2007 1 21 0.0
17188 2007 1 22 0.0
17189 2007 1 23 0.0
17190 2007 1 24 0.0
17191 2007 1 25 0.0
17192 2007 1 26 0.0
17193 2007 1 27 0.0
17194 2007 1 28 0.0
17195 2007 1 29 8.4
17196 2007 1 30 37.3
17197 2007 1 31 0.0
17198 2007 2 1 0.0
17199 2007 2 2 0.0
17200 2007 2 3 14.4
17201 2007 2 4 0.0
17202 2007 2 5 8.4
17203 2007 2 6 0.0
17204 2007 2 7 0.0
17205 2007 2 8 0.0
17206 2007 2 9 3.5
17207 2007 2 10 0.0
17208 2007 2 11 0.1
17209 2007 2 12 0.0
17210 2007 2 13 0.0
17211 2007 2 14 0.0
17212 2007 2 15 0.0
17213 2007 2 16 0.0
17214 2007 2 17 7.4
17215 2007 2 18 0.0
17216 2007 2 19 0.0
17217 2007 2 20 0.0
17218 2007 2 21 0.0
17219 2007 2 22 0.0
17220 2007 2 23 0.0
17221 2007 2 24 0.0
17222 2007 2 25 0.0
17223 2007 2 26 16.4
17224 2007 2 27 0.0
17225 2007 2 28 0.0
17226 2007 3 1 0.0
17227 2007 3 2 0.0
17228 2007 3 3 0.0
17229 2007 3 4 0.0
17230 2007 3 5 0.0
17231 2007 3 6 0.0
17232 2007 3 7 0.0
17233 2007 3 8 3.6
17234 2007 3 9 42.7
17235 2007 3 10 0.0
17236 2007 3 11 0.0
17237 2007 3 12 0.0
17238 2007 3 13 0.0
17239 2007 3 14 0.0
17240 2007 3 15 12.1
17241 2007 3 16 0.8
17242 2007 3 17 0.0
17243 2007 3 18 3.3
17244 2007 3 19 0.0
17245 2007 3 20 0.0
17246 2007 3 21 0.0
17247 2007 3 22 0.0
17248 2007 3 23 0.0
17249 2007 3 24 0.0
17250 2007 3 25 40.8
17251 2007 3 26 0.0
17252 2007 3 27 0.0
17253 2007 3 28 0.0
17254 2007 3 29 0.0
17255 2007 3 30 0.0
17256 2007 3 31 0.0
17257 2007 4 1 56.6
17258 2007 4 2 0.0
17259 2007 4 3 0.0
17260 2007 4 4 0.4
17261 2007 4 5 9.7
17262 2007 4 6 0.0
17263 2007 4 7 21.3
17264 2007 4 8 0.5
17265 2007 4 9 0.0
17266 2007 4 10 0.0
17267 2007 4 11 0.5
17268 2007 4 12 0.0
17269 2007 4 13 0.0
17270 2007 4 14 0.0
17271 2007 4 15 3.5
17272 2007 4 16 0.0
17273 2007 4 17 0.0
17274 2007 4 18 0.0
17275 2007 4 19 0.0
17276 2007 4 20 0.0
17277 2007 4 21 0.0
17278 2007 4 22 5.4
17279 2007 4 23 11.7
17280 2007 4 24 0.0
17281 2007 4 25 0.0
17282 2007 4 26 0.0
17283 2007 4 27 3.6
17284 2007 4 28 0.0
17285 2007 4 29 20.9
17286 2007 4 30 1.5
17287 2007 5 1 0.0
17288 2007 5 2 0.0
17289 2007 5 3 0.8
17290 2007 5 4 0.0
17291 2007 5 5 3.8
17292 2007 5 6 0.0
17293 2007 5 7 0.0
17294 2007 5 8 1.7
17295 2007 5 9 0.0
17296 2007 5 10 26.8
17297 2007 5 11 19.7
17298 2007 5 12 0.0
17299 2007 5 13 0.8
17300 2007 5 14 0.0
17301 2007 5 15 1.0
17302 2007 5 16 0.0
17303 2007 5 17 0.0
17304 2007 5 18 1.8
17305 2007 5 19 0.0
17306 2007 5 20 1.2
17307 2007 5 21 6.2
17308 2007 5 22 0.0
17309 2007 5 23 0.0
17310 2007 5 24 0.0
17311 2007 5 25 1.6
17312 2007 5 26 0.0
17313 2007 5 27 31.1
17314 2007 5 28 0.0
17315 2007 5 29 0.0
17316 2007 5 30 0.0
17317 2007 5 31 0.0
17318 2007 6 1 0.0
17319 2007 6 2 38.6
17320 2007 6 3 7.2
17321 2007 6 4 0.7
17322 2007 6 5 0.0
17323 2007 6 6 7.3
17324 2007 6 7 4.8
17325 2007 6 8 0.0
17326 2007 6 9 0.0
17327 2007 6 10 13.2
17328 2007 6 11 0.0
17329 2007 6 12 0.0
17330 2007 6 13 32.9
17331 2007 6 14 0.5
17332 2007 6 15 0.0
17333 2007 6 16 0.0
17334 2007 6 17 0.0
17335 2007 6 18 0.6
17336 2007 6 19 0.0
17337 2007 6 20 39.6
17338 2007 6 21 0.0
17339 2007 6 22 0.6
17340 2007 6 23 0.0
17341 2007 6 24 9.2
17342 2007 6 25 12.2
17343 2007 6 26 0.0
17344 2007 6 27 1.9
17345 2007 6 28 0.5
17346 2007 6 29 0.2
17347 2007 6 30 0.0
17348 2007 7 1 0.0
17349 2007 7 2 0.0
17350 2007 7 3 2.5
17351 2007 7 4 0.5
17352 2007 7 5 0.0
17353 2007 7 6 0.4
17354 2007 7 7 53.6
17355 2007 7 8 0.0
17356 2007 7 9 0.0
17357 2007 7 10 0.0
17358 2007 7 11 0.0
17359 2007 7 12 0.0
17360 2007 7 13 0.0
17361 2007 7 14 0.0
17362 2007 7 15 0.0
17363 2007 7 16 4.2
17364 2007 7 17 49.8
17365 2007 7 18 36.8
17366 2007 7 19 3.4
17367 2007 7 20 9.8
17368 2007 7 21 0.0
17369 2007 7 22 0.0
17370 2007 7 23 0.0
17371 2007 7 24 0.0
17372 2007 7 25 6.4
17373 2007 7 26 13.3
17374 2007 7 27 10.7
17375 2007 7 28 0.0
17376 2007 7 29 0.7
17377 2007 7 30 0.0
17378 2007 7 31 0.0
17379 2007 8 1 0.0
17380 2007 8 2 1.2
17381 2007 8 3 0.0
17382 2007 8 4 0.2
17383 2007 8 5 7.7
17384 2007 8 6 0.0
17385 2007 8 7 0.0
17386 2007 8 8 0.0
17387 2007 8 9 20.0
17388 2007 8 10 0.4
17389 2007 8 11 4.6
17390 2007 8 12 0.0
17391 2007 8 13 1.0
17392 2007 8 14 5.5
17393 2007 8 15 0.0
17394 2007 8 16 0.0
17395 2007 8 17 0.0
17396 2007 8 18 0.0
17397 2007 8 19 0.0
17398 2007 8 20 25.9
17399 2007 8 21 0.4
17400 2007 8 22 0.0
17401 2007 8 23 0.0
17402 2007 8 24 1.4
17403 2007 8 25 0.0
17404 2007 8 26 0.0
17405 2007 8 27 0.0
17406 2007 8 28 0.0
17407 2007 8 29 1.3
17408 2007 8 30 0.1
17409 2007 8 31 27.3
17410 2007 9 1 7.7
17411 2007 9 2 3.5
17412 2007 9 3 0.0
17413 2007 9 4 0.0
17414 2007 9 5 19.0
17415 2007 9 6 0.0
17416 2007 9 7 1.0
17417 2007 9 8 21.4
17418 2007 9 9 1.8
17419 2007 9 10 0.0
17420 2007 9 11 0.0
17421 2007 9 12 1.0
17422 2007 9 13 0.0
17423 2007 9 14 0.0
17424 2007 9 15 7.9
17425 2007 9 16 10.8
17426 2007 9 17 4.6
17427 2007 9 18 0.5
17428 2007 9 19 6.4
17429 2007 9 20 22.4
17430 2007 9 21 0.0
17431 2007 9 22 0.0
17432 2007 9 23 0.0
17433 2007 9 24 0.0
17434 2007 9 25 0.0
17435 2007 9 26 0.0
17436 2007 9 27 7.5
17437 2007 9 28 5.9
17438 2007 9 29 1.6
17439 2007 9 30 2.2
17440 2007 10 1 0.0
17441 2007 10 2 29.3
17442 2007 10 3 0.0
17443 2007 10 4 0.0
17444 2007 10 5 7.7
17445 2007 10 6 14.0
17446 2007 10 7 0.0
17447 2007 10 8 4.2
17448 2007 10 9 0.0
17449 2007 10 10 1.4
17450 2007 10 11 0.0
17451 2007 10 12 0.0
17452 2007 10 13 7.7
17453 2007 10 14 0.0
17454 2007 10 15 0.0
17455 2007 10 16 1.2
17456 2007 10 17 16.2
17457 2007 10 18 30.2
17458 2007 10 19 22.6
17459 2007 10 20 5.6
17460 2007 10 21 1.5
17461 2007 10 22 0.0
17462 2007 10 23 17.6
17463 2007 10 24 1.8
17464 2007 10 25 14.7
17465 2007 10 26 0.0
17466 2007 10 27 11.0
17467 2007 10 28 1.5
17468 2007 10 29 0.3
17469 2007 10 30 0.0
17470 2007 10 31 0.0
17471 2007 11 1 5.0
17472 2007 11 2 0.8
17473 2007 11 3 0.0
17474 2007 11 4 0.0
17475 2007 11 5 0.0
17476 2007 11 6 0.0
17477 2007 11 7 4.5
17478 2007 11 8 0.0
17479 2007 11 9 9.4
17480 2007 11 10 0.0
17481 2007 11 11 0.0
17482 2007 11 12 23.0
17483 2007 11 13 0.6
17484 2007 11 14 0.0
17485 2007 11 15 0.0
17486 2007 11 16 5.6
17487 2007 11 17 0.9
17488 2007 11 18 0.0
17489 2007 11 19 0.0
17490 2007 11 20 0.0
17491 2007 11 21 0.0
17492 2007 11 22 0.0
17493 2007 11 23 0.0
17494 2007 11 24 0.0
17495 2007 11 25 3.4
17496 2007 11 26 0.0
17497 2007 11 27 2.7
17498 2007 11 28 0.0
17499 2007 11 29 0.0
17500 2007 11 30 8.2
17501 2007 12 1 0.0
17502 2007 12 2 0.0
17503 2007 12 3 0.5
17504 2007 12 4 1.1
17505 2007 12 5 0.0
17506 2007 12 6 0.0
17507 2007 12 7 0.0
17508 2007 12 8 0.0
17509 2007 12 9 0.0
17510 2007 12 10 0.0
17511 2007 12 11 0.0
17512 2007 12 12 0.0
17513 2007 12 13 0.0
17514 2007 12 14 0.0
17515 2007 12 15 0.0
17516 2007 12 16 0.0
17517 2007 12 17 0.0
17518 2007 12 18 0.0
17519 2007 12 19 0.5
17520 2007 12 20 0.0
17521 2007 12 21 0.0
17522 2007 12 22 0.0
17523 2007 12 23 0.0
17524 2007 12 24 0.0
17525 2007 12 25 0.0
17526 2007 12 26 0.0
17527 2007 12 27 0.0
17528 2007 12 28 0.0
17529 2007 12 29 0.0
17530 2007 12 30 0.0
17531 2007 12 31 0.0
17532 2008 1 1 0.0
17533 2008 1 2 0.0
17534 2008 1 3 0.0
17535 2008 1 4 0.0
17536 2008 1 5 0.0
17537 2008 1 6 0.6
17538 2008 1 7 0.0
17539 2008 1 8 0.0
17540 2008 1 9 0.0
17541 2008 1 10 0.0
17542 2008 1 11 0.0
17543 2008 1 12 0.0
17544 2008 1 13 0.0
17545 2008 1 14 0.0
17546 2008 1 15 0.0
17547 2008 1 16 5.6
17548 2008 1 17 0.0
17549 2008 1 18 0.0
17550 2008 1 19 0.0
17551 2008 1 20 0.0
17552 2008 1 21 0.0
17553 2008 1 22 0.0
17554 2008 1 23 0.0
17555 2008 1 24 0.0
17556 2008 1 25 0.0
17557 2008 1 26 0.0
17558 2008 1 27 0.0
17559 2008 1 28 0.0
17560 2008 1 29 0.0
17561 2008 1 30 0.0
17562 2008 1 31 0.0
17563 2008 2 1 0.0
17564 2008 2 2 0.0
17565 2008 2 3 0.0
17566 2008 2 4 0.0
17567 2008 2 5 0.0
17568 2008 2 6 0.0
17569 2008 2 7 6.2
17570 2008 2 8 1.5
17571 2008 2 9 0.0
17572 2008 2 10 0.0
17573 2008 2 11 0.0
17574 2008 2 12 0.0
17575 2008 2 13 0.0
17576 2008 2 14 0.0
17577 2008 2 15 0.0
17578 2008 2 16 0.0
17579 2008 2 17 0.0
17580 2008 2 18 0.0
17581 2008 2 19 0.0
17582 2008 2 20 0.0
17583 2008 2 21 0.0
17584 2008 2 22 0.0
17585 2008 2 23 0.0
17586 2008 2 24 0.0
17587 2008 2 25 0.0
17588 2008 2 26 0.0
17589 2008 2 27 7.0
17590 2008 2 28 0.0
17591 2008 2 29 0.0
17592 2008 3 1 0.0
17593 2008 3 2 0.0
17594 2008 3 3 0.0
17595 2008 3 4 0.0
17596 2008 3 5 23.8
17597 2008 3 6 26.9
17598 2008 3 7 0.0
17599 2008 3 8 0.0
17600 2008 3 9 0.0
17601 2008 3 10 0.0
17602 2008 3 11 0.0
17603 2008 3 12 15.5
17604 2008 3 13 0.0
17605 2008 3 14 0.0
17606 2008 3 15 0.0
17607 2008 3 16 0.0
17608 2008 3 17 0.0
17609 2008 3 18 0.0
17610 2008 3 19 0.0
17611 2008 3 20 0.0
17612 2008 3 21 0.0
17613 2008 3 22 0.8
17614 2008 3 23 0.7
17615 2008 3 24 16.0
17616 2008 3 25 3.8
17617 2008 3 26 0.3
17618 2008 3 27 0.8
17619 2008 3 28 0.0
17620 2008 3 29 0.0
17621 2008 3 30 1.8
17622 2008 3 31 9.9
17623 2008 4 1 0.0
17624 2008 4 2 34.0
17625 2008 4 3 0.0
17626 2008 4 4 1.4
17627 2008 4 5 21.8
17628 2008 4 6 1.0
17629 2008 4 7 12.4
17630 2008 4 8 0.0
17631 2008 4 9 0.0
17632 2008 4 10 0.0
17633 2008 4 11 2.2
17634 2008 4 12 0.0
17635 2008 4 13 0.0
17636 2008 4 14 0.0
17637 2008 4 15 0.0
17638 2008 4 16 16.6
17639 2008 4 17 0.9
17640 2008 4 18 0.0
17641 2008 4 19 0.0
17642 2008 4 20 0.0
17643 2008 4 21 0.0
17644 2008 4 22 35.0
17645 2008 4 23 0.0
17646 2008 4 24 7.3
17647 2008 4 25 0.0
17648 2008 4 26 0.0
17649 2008 4 27 38.4
17650 2008 4 28 0.0
17651 2008 4 29 0.0
17652 2008 4 30 0.5
17653 2008 5 1 0.0
17654 2008 5 2 21.3
17655 2008 5 3 0.0
17656 2008 5 4 0.0
17657 2008 5 5 63.3
17658 2008 5 6 2.4
17659 2008 5 7 1.2
17660 2008 5 8 0.5
17661 2008 5 9 6.8
17662 2008 5 10 7.8
17663 2008 5 11 13.4
17664 2008 5 12 0.0
17665 2008 5 13 1.6
17666 2008 5 14 0.0
17667 2008 5 15 0.0
17668 2008 5 16 1.3
17669 2008 5 17 0.0
17670 2008 5 18 47.6
17671 2008 5 19 21.5
17672 2008 5 20 2.8
17673 2008 5 21 0.0
17674 2008 5 22 0.0
17675 2008 5 23 30.1
17676 2008 5 24 9.3
17677 2008 5 25 0.0
17678 2008 5 26 1.8
17679 2008 5 27 6.5
17680 2008 5 28 18.0
17681 2008 5 29 20.4
17682 2008 5 30 0.0
17683 2008 5 31 0.0
17684 2008 6 1 0.0
17685 2008 6 2 0.0
17686 2008 6 3 13.5
17687 2008 6 4 0.0
17688 2008 6 5 0.0
17689 2008 6 6 5.3
17690 2008 6 7 0.0
17691 2008 6 8 0.0
17692 2008 6 9 11.6
17693 2008 6 10 2.4
17694 2008 6 11 0.0
17695 2008 6 12 0.0
17696 2008 6 13 16.0
17697 2008 6 14 58.6
17698 2008 6 15 17.7
17699 2008 6 16 0.0
17700 2008 6 17 0.0
17701 2008 6 18 0.0
17702 2008 6 19 0.0
17703 2008 6 20 0.0
17704 2008 6 21 0.0
17705 2008 6 22 0.0
17706 2008 6 23 1.0
17707 2008 6 24 3.4
17708 2008 6 25 4.4
17709 2008 6 26 3.0
17710 2008 6 27 7.0
17711 2008 6 28 3.3
17712 2008 6 29 19.7
17713 2008 6 30 0.5
17714 2008 7 1 28.9
17715 2008 7 2 0.5
17716 2008 7 3 0.0
17717 2008 7 4 0.5
17718 2008 7 5 0.0
17719 2008 7 6 12.9
17720 2008 7 7 0.7
17721 2008 7 8 0.0
17722 2008 7 9 0.0
17723 2008 7 10 0.0
17724 2008 7 11 0.0
17725 2008 7 12 0.0
17726 2008 7 13 0.0
17727 2008 7 14 11.1
17728 2008 7 15 0.0
17729 2008 7 16 0.0
17730 2008 7 17 0.0
17731 2008 7 18 1.9
17732 2008 7 19 19.6
17733 2008 7 20 1.8
17734 2008 7 21 1.2
17735 2008 7 22 3.4
17736 2008 7 23 0.0
17737 2008 7 24 6.4
17738 2008 7 25 13.6
17739 2008 7 26 6.4
17740 2008 7 27 0.6
17741 2008 7 28 0.0
17742 2008 7 29 1.7
17743 2008 7 30 31.9
17744 2008 7 31 0.5
17745 2008 8 1 0.0
17746 2008 8 2 1.6
17747 2008 8 3 0.0
17748 2008 8 4 0.0
17749 2008 8 5 4.1
17750 2008 8 6 0.0
17751 2008 8 7 50.8
17752 2008 8 8 18.9
17753 2008 8 9 0.0
17754 2008 8 10 0.0
17755 2008 8 11 0.0
17756 2008 8 12 0.0
17757 2008 8 13 0.0
17758 2008 8 14 1.3
17759 2008 8 15 0.0
17760 2008 8 16 9.2
17761 2008 8 17 1.2
17762 2008 8 18 2.4
17763 2008 8 19 0.0
17764 2008 8 20 0.0
17765 2008 8 21 0.4
17766 2008 8 22 2.4
17767 2008 8 23 0.0
17768 2008 8 24 0.0
17769 2008 8 25 62.6
17770 2008 8 26 6.9
17771 2008 8 27 15.5
17772 2008 8 28 2.8
17773 2008 8 29 28.9
