 years months days precipitation
14618 2000 1 9 0.0
14619 2000 1 10 0.0
14620 2000 1 11 0.0
14621 2000 1 12 0.0
14622 2000 1 13 0.0
14623 2000 1 14 4.0
14624 2000 1 15 0.0
14625 2000 1 16 0.0
14626 2000 1 17 0.0
14627 2000 1 18 0.0
14628 2000 1 19 0.0
14629 2000 1 20 0.0
14630 2000 1 21 0.0
14631 2000 1 22 0.0
14632 2000 1 23 0.0
14633 2000 1 24 0.0
14634 2000 1 25 0.0
14635 2000 1 26 0.0
14636 2000 1 27 0.0
14637 2000 1 28 0.0
14638 2000 1 29 0.0
14639 2000 1 30 0.0
14640 2000 1 31 0.0
14641 2000 2 1 0.0
14642 2000 2 2 0.0
14643 2000 2 3 0.0
14644 2000 2 4 0.0
14645 2000 2 5 0.0
14646 2000 2 6 0.0
14647 2000 2 7 0.0
14648 2000 2 8 0.0
14649 2000 2 9 0.0
14650 2000 2 10 0.0
14651 2000 2 11 0.0
14652 2000 2 12 0.0
14653 2000 2 13 0.0
14654 2000 2 14 0.0
14655 2000 2 15 0.0
14656 2000 2 16 0.0
14657 2000 2 17 2.3
14658 2000 2 18 0.0
14659 2000 2 19 0.0
14660 2000 2 20 0.0
14661 2000 2 21 0.0
14662 2000 2 22 0.0
14663 2000 2 23 0.0
14664 2000 2 24 0.0
14665 2000 2 25 2.4
14666 2000 2 26 15.0
14667 2000 2 27 0.0
14668 2000 2 28 0.0
14669 2000 2 29 0.0
14670 2000 3 1 0.0
14671 2000 3 2 0.0
14672 2000 3 3 0.0
14673 2000 3 4 0.0
14674 2000 3 5 0.0
14675 2000 3 6 0.0
14676 2000 3 7 0.0
14677 2000 3 8 0.0
14678 2000 3 9 0.0
14679 2000 3 10 0.0
14680 2000 3 11 0.0
14681 2000 3 12 0.0
14682 2000 3 13 0.0
14683 2000 3 14 0.0
14684 2000 3 15 3.6
14685 2000 3 16 0.0
14686 2000 3 17 0.0
14687 2000 3 18 0.0
14688 2000 3 19 7.5
14689 2000 3 20 0.0
14690 2000 3 21 0.8
14691 2000 3 22 9.0
14692 2000 3 23 0.0
14693 2000 3 24 0.0
14694 2000 3 25 0.0
14695 2000 3 26 0.4
14696 2000 3 27 0.0
14697 2000 3 28 0.0
14698 2000 3 29 0.0
14699 2000 3 30 0.0
14700 2000 3 31 21.6
14701 2000 4 1 4.2
14702 2000 4 2 0.0
14703 2000 4 3 0.0
14704 2000 4 4 1.3
14705 2000 4 5 0.0
14706 2000 4 6 0.0
14707 2000 4 7 0.0
14708 2000 4 8 0.0
14709 2000 4 9 0.0
14710 2000 4 10 0.0
14711 2000 4 11 0.0
14712 2000 4 12 0.0
14713 2000 4 13 0.0
14714 2000 4 14 0.0
14715 2000 4 15 19.9
14716 2000 4 16 0.0
14717 2000 4 17 25.1
14718 2000 4 18 0.0
14719 2000 4 19 0.0
14720 2000 4 20 0.8
14721 2000 4 21 0.0
14722 2000 4 22 27.1
14723 2000 4 23 0.0
14724 2000 4 24 0.0
14725 2000 4 25 0.0
14726 2000 4 26 0.0
14727 2000 4 27 0.0
14728 2000 4 28 0.0
14729 2000 4 29 0.0
14730 2000 4 30 0.0
14731 2000 5 1 6.2
14732 2000 5 2 0.0
14733 2000 5 3 0.0
14734 2000 5 4 0.0
14735 2000 5 5 0.0
14736 2000 5 6 0.0
14737 2000 5 7 37.0
14738 2000 5 8 0.0
14739 2000 5 9 1.5
14740 2000 5 10 0.0
14741 2000 5 11 0.0
14742 2000 5 12 0.0
14743 2000 5 13 0.0
14744 2000 5 14 0.0
14745 2000 5 15 0.0
14746 2000 5 16 1.0
14747 2000 5 17 0.0
14748 2000 5 18 0.0
14749 2000 5 19 2.4
14750 2000 5 20 0.9
14751 2000 5 21 1.0
14752 2000 5 22 0.0
14753 2000 5 23 14.7
14754 2000 5 24 0.0
14755 2000 5 25 0.0
14756 2000 5 26 19.7
14757 2000 5 27 0.0
14758 2000 5 28 0.3
14759 2000 5 29 4.9
14760 2000 5 30 0.0
14761 2000 5 31 0.0
14762 2000 6 1 68.6
14763 2000 6 2 0.0
14764 2000 6 3 0.0
14765 2000 6 4 0.3
14766 2000 6 5 35.1
14767 2000 6 6 0.8
14768 2000 6 7 0.0
14769 2000 6 8 0.0
14770 2000 6 9 0.0
14771 2000 6 10 0.0
14772 2000 6 11 0.0
14773 2000 6 12 30.0
14774 2000 6 13 0.0
14775 2000 6 14 0.0
14776 2000 6 15 0.0
14777 2000 6 16 12.4
14778 2000 6 17 6.0
14779 2000 6 18 4.2
14780 2000 6 19 0.0
14781 2000 6 20 11.3
14782 2000 6 21 28.7
14783 2000 6 22 21.4
14784 2000 6 23 0.5
14785 2000 6 24 0.0
14786 2000 6 25 1.4
14787 2000 6 26 0.4
14788 2000 6 27 4.4
14789 2000 6 28 0.0
14790 2000 6 29 0.9
14791 2000 6 30 12.2
14792 2000 7 1 0.0
14793 2000 7 2 10.2
14794 2000 7 3 1.7
14795 2000 7 4 0.0
14796 2000 7 5 3.8
14797 2000 7 6 0.1
14798 2000 7 7 0.0
14799 2000 7 8 7.0
14800 2000 7 9 0.0
14801 2000 7 10 0.6
14802 2000 7 11 0.0
14803 2000 7 12 0.0
14804 2000 7 13 13.4
14805 2000 7 14 0.5
14806 2000 7 15 0.0
14807 2000 7 16 0.0
14808 2000 7 17 0.0
14809 2000 7 18 0.0
14810 2000 7 19 0.0
14811 2000 7 20 0.0
14812 2000 7 21 0.0
14813 2000 7 22 0.0
14814 2000 7 23 0.0
14815 2000 7 24 0.0
14816 2000 7 25 0.0
14817 2000 7 26 0.0
14818 2000 7 27 16.6
14819 2000 7 28 4.3
14820 2000 7 29 73.6
14821 2000 7 30 0.0
14822 2000 7 31 13.8
14823 2000 8 1 0.0
14824 2000 8 2 0.5
14825 2000 8 3 0.0
14826 2000 8 4 2.6
14827 2000 8 5 0.0
14828 2000 8 6 0.6
14829 2000 8 7 0.0
14830 2000 8 8 26.1
14831 2000 8 9 0.0
14832 2000 8 10 0.0
14833 2000 8 11 22.4
14834 2000 8 12 0.0
14835 2000 8 13 1.0
14836 2000 8 14 0.0
14837 2000 8 15 0.0
14838 2000 8 16 0.0
14839 2000 8 17 7.5
14840 2000 8 18 0.2
14841 2000 8 19 0.0
14842 2000 8 20 0.0
14843 2000 8 21 0.0
14844 2000 8 22 77.0
14845 2000 8 23 0.4
14846 2000 8 24 1.6
14847 2000 8 25 7.4
14848 2000 8 26 0.2
14849 2000 8 27 0.0
14850 2000 8 28 0.0
14851 2000 8 29 0.0
14852 2000 8 30 0.0
14853 2000 8 31 0.1
14854 2000 9 1 0.8
14855 2000 9 2 0.0
14856 2000 9 3 0.0
14857 2000 9 4 0.0
14858 2000 9 5 0.3
14859 2000 9 6 0.4
14860 2000 9 7 0.0
14861 2000 9 8 0.0
14862 2000 9 9 1.6
14863 2000 9 10 2.2
14864 2000 9 11 1.5
14865 2000 9 12 5.5
14866 2000 9 13 0.0
14867 2000 9 14 1.0
14868 2000 9 15 1.3
14869 2000 9 16 15.3
14870 2000 9 17 8.2
14871 2000 9 18 0.2
14872 2000 9 19 0.5
14873 2000 9 20 3.7
14874 2000 9 21 0.2
14875 2000 9 22 3.6
14876 2000 9 23 0.5
14877 2000 9 24 0.0
14878 2000 9 25 4.3
14879 2000 9 26 0.0
14880 2000 9 27 6.9
14881 2000 9 28 0.0
14882 2000 9 29 0.0
14883 2000 9 30 1.4
14884 2000 10 1 0.1
14885 2000 10 2 1.4
14886 2000 10 3 3.7
14887 2000 10 4 65.5
14888 2000 10 5 0.0
14889 2000 10 6 0.0
14890 2000 10 7 13.5
14891 2000 10 8 0.4
14892 2000 10 9 0.0
14893 2000 10 10 0.0
14894 2000 10 11 0.0
14895 2000 10 12 5.1
14896 2000 10 13 0.5
14897 2000 10 14 1.6
14898 2000 10 15 0.3
14899 2000 10 16 0.0
14900 2000 10 17 0.0
14901 2000 10 18 17.1
14902 2000 10 19 0.0
14903 2000 10 20 0.0
14904 2000 10 21 2.3
14905 2000 10 22 6.4
14906 2000 10 23 11.3
14907 2000 10 24 1.1
14908 2000 10 25 21.4
14909 2000 10 26 1.2
14910 2000 10 27 0.6
14911 2000 10 28 43.9
14912 2000 10 29 0.0
14913 2000 10 30 0.0
14914 2000 10 31 3.3
14915 2000 11 1 18.5
14916 2000 11 2 0.0
14917 2000 11 3 4.8
14918 2000 11 4 7.3
14919 2000 11 5 0.0
14920 2000 11 6 0.0
14921 2000 11 7 9.4
14922 2000 11 8 0.0
14923 2000 11 9 2.5
14924 2000 11 10 0.0
14925 2000 11 11 11.4
14926 2000 11 12 0.0
14927 2000 11 13 0.0
14928 2000 11 14 0.0
14929 2000 11 15 36.4
14930 2000 11 16 0.0
14931 2000 11 17 0.0
14932 2000 11 18 0.0
14933 2000 11 19 10.1
14934 2000 11 20 0.0
14935 2000 11 21 0.5
14936 2000 11 22 0.5
14937 2000 11 23 0.0
14938 2000 11 24 0.0
14939 2000 11 25 0.0
14940 2000 11 26 0.0
14941 2000 11 27 1.8
14942 2000 11 28 0.0
14943 2000 11 29 0.0
14944 2000 11 30 0.0
14945 2000 12 1 0.0
14946 2000 12 2 0.0
14947 2000 12 3 0.0
14948 2000 12 4 0.0
14949 2000 12 5 0.0
14950 2000 12 6 0.0
14951 2000 12 7 0.0
14952 2000 12 8 0.0
14953 2000 12 9 0.0
14954 2000 12 10 0.8
14955 2000 12 11 0.0
14956 2000 12 12 0.0
14957 2000 12 13 0.0
14958 2000 12 14 0.0
14959 2000 12 15 0.0
14960 2000 12 16 0.0
14961 2000 12 17 0.0
14962 2000 12 18 0.0
14963 2000 12 19 0.0
14964 2000 12 20 0.0
14965 2000 12 21 0.0
14966 2000 12 22 0.0
14967 2000 12 23 3.0
14968 2000 12 24 0.0
14969 2000 12 25 0.0
14970 2000 12 26 0.0
14971 2000 12 27 1.0
14972 2000 12 28 0.0
14973 2000 12 29 0.5
14974 2000 12 30 0.0
14975 2000 12 31 0.0
14976 2001 1 1 0.0
14977 2001 1 2 0.6
14978 2001 1 3 0.0
14979 2001 1 4 0.0
14980 2001 1 5 0.0
14981 2001 1 6 0.0
14982 2001 1 7 0.0
14983 2001 1 8 0.0
14984 2001 1 9 4.4
14985 2001 1 10 0.0
14986 2001 1 11 5.2
14987 2001 1 12 38.8
14988 2001 1 13 0.4
14989 2001 1 14 0.0
14990 2001 1 15 0.0
14991 2001 1 16 0.0
14992 2001 1 17 0.0
14993 2001 1 18 0.0
14994 2001 1 19 43.0
14995 2001 1 20 0.0
14996 2001 1 21 0.0
14997 2001 1 22 0.0
14998 2001 1 23 0.0
14999 2001 1 24 0.0
15000 2001 1 25 0.0
15001 2001 1 26 0.0
15002 2001 1 27 0.0
15003 2001 1 28 0.0
15004 2001 1 29 0.0
15005 2001 1 30 0.0
15006 2001 1 31 0.0
15007 2001 2 1 0.0
15008 2001 2 2 9.6
15009 2001 2 3 6.6
15010 2001 2 4 24.3
15011 2001 2 5 0.0
15012 2001 2 6 0.0
15013 2001 2 7 0.0
15014 2001 2 8 0.0
15015 2001 2 9 0.0
15016 2001 2 10 0.0
15017 2001 2 11 0.0
15018 2001 2 12 0.0
15019 2001 2 13 0.0
15020 2001 2 14 0.0
15021 2001 2 15 0.0
15022 2001 2 16 0.0
15023 2001 2 17 0.0
15024 2001 2 18 0.0
15025 2001 2 19 0.0
15026 2001 2 20 0.0
15027 2001 2 21 0.0
15028 2001 2 22 0.0
15029 2001 2 23 2.5
15030 2001 2 24 1.1
15031 2001 2 25 12.6
15032 2001 2 26 0.0
15033 2001 2 27 0.0
15034 2001 2 28 11.4
15035 2001 3 1 0.0
15036 2001 3 2 0.7
15037 2001 3 3 0.0
15038 2001 3 4 5.9
15039 2001 3 5 0.0
15040 2001 3 6 1.6
15041 2001 3 7 0.0
15042 2001 3 8 0.0
15043 2001 3 9 25.5
15044 2001 3 10 0.2
15045 2001 3 11 0.0
15046 2001 3 12 0.0
15047 2001 3 13 0.0
15048 2001 3 14 0.0
15049 2001 3 15 0.7
15050 2001 3 16 0.8
15051 2001 3 17 0.0
15052 2001 3 18 1.9
15053 2001 3 19 28.0
15054 2001 3 20 0.0
15055 2001 3 21 0.6
15056 2001 3 22 0.0
15057 2001 3 23 0.0
15058 2001 3 24 0.0
15059 2001 3 25 0.0
15060 2001 3 26 0.0
15061 2001 3 27 0.0
15062 2001 3 28 0.0
15063 2001 3 29 0.0
15064 2001 3 30 8.9
15065 2001 3 31 0.0
15066 2001 4 1 0.0
15067 2001 4 2 29.1
15068 2001 4 3 20.3
15069 2001 4 4 0.0
15070 2001 4 5 8.4
15071 2001 4 6 0.0
15072 2001 4 7 0.0
15073 2001 4 8 0.0
15074 2001 4 9 0.0
15075 2001 4 10 3.1
15076 2001 4 11 0.0
15077 2001 4 12 4.2
15078 2001 4 13 2.4
15079 2001 4 14 0.0
15080 2001 4 15 0.7
15081 2001 4 16 73.0
15082 2001 4 17 0.0
15083 2001 4 18 23.0
15084 2001 4 19 0.0
15085 2001 4 20 0.0
15086 2001 4 21 0.0
15087 2001 4 22 0.0
15088 2001 4 23 0.0
15089 2001 4 24 1.5
15090 2001 4 25 0.0
15091 2001 4 26 0.0
15092 2001 4 27 0.0
15093 2001 4 28 0.0
15094 2001 4 29 0.0
15095 2001 4 30 0.0
15096 2001 5 1 0.0
15097 2001 5 2 1.2
15098 2001 5 3 2.1
15099 2001 5 4 3.0
15100 2001 5 5 0.0
15101 2001 5 6 0.0
15102 2001 5 7 0.3
15103 2001 5 8 0.0
15104 2001 5 9 26.9
15105 2001 5 10 0.0
15106 2001 5 11 0.0
15107 2001 5 12 0.0
15108 2001 5 13 0.0
15109 2001 5 14 9.0
15110 2001 5 15 15.7
15111 2001 5 16 1.2
15112 2001 5 17 0.0
15113 2001 5 18 14.1
15114 2001 5 19 0.6
15115 2001 5 20 0.0
15116 2001 5 21 0.0
15117 2001 5 22 0.0
15118 2001 5 23 0.0
15119 2001 5 24 58.8
15120 2001 5 25 0.0
15121 2001 5 26 1.2
15122 2001 5 27 0.0
15123 2001 5 28 2.8
15124 2001 5 29 1.8
15125 2001 5 30 39.8
15126 2001 5 31 2.6
15127 2001 6 1 0.0
15128 2001 6 2 24.2
15129 2001 6 3 0.0
15130 2001 6 4 0.0
15131 2001 6 5 0.0
15132 2001 6 6 0.3
15133 2001 6 7 7.3
15134 2001 6 8 12.86
15135 2001 6 9 8.4
15136 2001 6 10 0.0
15137 2001 6 11 0.0
15138 2001 6 12 0.0
15139 2001 6 13 17.0
15140 2001 6 14 0.0
15141 2001 6 15 0.0
15142 2001 6 16 0.0
15143 2001 6 17 0.8
15144 2001 6 18 3.4
15145 2001 6 19 0.0
15146 2001 6 20 0.0
15147 2001 6 21 0.0
15148 2001 6 22 0.0
15149 2001 6 23 1.9
15150 2001 6 24 34.3
15151 2001 6 25 0.5
15152 2001 6 26 1.3
15153 2001 6 27 10.6
15154 2001 6 28 2.4
15155 2001 6 29 5.8
15156 2001 6 30 13.6
15157 2001 7 1 0.0
15158 2001 7 2 18.1
15159 2001 7 3 0.0
15160 2001 7 4 0.0
15161 2001 7 5 0.1
15162 2001 7 6 0.0
15163 2001 7 7 0.0
15164 2001 7 8 0.0
15165 2001 7 9 28.9
15166 2001 7 10 0.0
15167 2001 7 11 0.4
15168 2001 7 12 3.1
15169 2001 7 13 0.0
15170 2001 7 14 0.0
15171 2001 7 15 2.2
15172 2001 7 16 7.3
15173 2001 7 17 0.0
15174 2001 7 18 0.0
15175 2001 7 19 0.0
15176 2001 7 20 0.0
15177 2001 7 21 1.0
15178 2001 7 22 4.3
15179 2001 7 23 0.0
15180 2001 7 24 0.0
15181 2001 7 25 0.0
15182 2001 7 26 0.0
15183 2001 7 27 0.0
15184 2001 7 28 0.4
15185 2001 7 29 1.5
15186 2001 7 30 1.4
15187 2001 7 31 0.0
15188 2001 8 1 0.0
15189 2001 8 2 0.0
15190 2001 8 3 0.0
15191 2001 8 4 0.0
15192 2001 8 5 0.0
15193 2001 8 6 0.0
15194 2001 8 7 0.3
15195 2001 8 8 0.0
15196 2001 8 9 0.0
15197 2001 8 10 6.9
15198 2001 8 11 0.0
15199 2001 8 12 0.0
15200 2001 8 13 0.0
15201 2001 8 14 0.3
15202 2001 8 15 0.0
15203 2001 8 16 1.7
15204 2001 8 17 0.0
15205 2001 8 18 0.0
15206 2001 8 19 0.2
15207 2001 8 20 4.2
15208 2001 8 21 7.5
15209 2001 8 22 0.9
15210 2001 8 23 0.0
15211 2001 8 24 0.1
15212 2001 8 25 0.3
15213 2001 8 26 0.6
15214 2001 8 27 0.0
15215 2001 8 28 0.4
15216 2001 8 29 0.0
15217 2001 8 30 4.9
15218 2001 8 31 3.3
15219 2001 9 1 0.0
15220 2001 9 2 0.0
15221 2001 9 3 0.0
15222 2001 9 4 0.0
15223 2001 9 5 0.0
15224 2001 9 6 0.0
15225 2001 9 7 0.0
15226 2001 9 8 44.2
15227 2001 9 9 0.0
15228 2001 9 10 0.0
15229 2001 9 11 24.9
15230 2001 9 12 2.8
15231 2001 9 13 0.1
15232 2001 9 14 0.0
15233 2001 9 15 0.0
15234 2001 9 16 0.0
15235 2001 9 17 0.0
15236 2001 9 18 5.6
15237 2001 9 19 8.2
15238 2001 9 20 0.0
15239 2001 9 21 0.2
15240 2001 9 22 1.5
15241 2001 9 23 0.7
15242 2001 9 24 0.3
15243 2001 9 25 1.0
15244 2001 9 26 0.0
15245 2001 9 27 0.8
15246 2001 9 28 0.0
15247 2001 9 29 0.0
15248 2001 9 30 0.7
15249 2001 10 1 0.5
15250 2001 10 2 0.0
15251 2001 10 3 0.0
15252 2001 10 4 0.0
15253 2001 10 5 0.0
15254 2001 10 6 0.0
15255 2001 10 7 6.0
15256 2001 10 8 0.0
15257 2001 10 9 0.0
15258 2001 10 10 17.3
15259 2001 10 11 23.1
15260 2001 10 12 0.4
15261 2001 10 13 0.0
15262 2001 10 14 0.0
15263 2001 10 15 3.9
15264 2001 10 16 3.0
15265 2001 10 17 3.8
15266 2001 10 18 0.0
15267 2001 10 19 0.0
15268 2001 10 20 0.0
15269 2001 10 21 2.5
15270 2001 10 22 0.1
15271 2001 10 23 4.1
15272 2001 10 24 0.2
15273 2001 10 25 0.0
15274 2001 10 26 0.0
15275 2001 10 27 0.0
15276 2001 10 28 0.0
15277 2001 10 29 0.0
15278 2001 10 30 1.6
15279 2001 10 31 13.9
15280 2001 11 1 0.0
15281 2001 11 2 0.0
15282 2001 11 3 0.0
15283 2001 11 4 10.5
15284 2001 11 5 3.9
15285 2001 11 6 0.3
15286 2001 11 7 0.9
15287 2001 11 8 0.0
15288 2001 11 9 1.5
15289 2001 11 10 6.3
15290 2001 11 11 4.3
15291 2001 11 12 0.4
15292 2001 11 13 0.0
15293 2001 11 14 0.0
15294 2001 11 15 0.0
15295 2001 11 16 0.1
15296 2001 11 17 0.0
15297 2001 11 18 0.0
15298 2001 11 19 57.4
15299 2001 11 20 0.0
15300 2001 11 21 0.0
15301 2001 11 22 8.7
15302 2001 11 23 0.0
15303 2001 11 24 0.0
15304 2001 11 25 0.0
15305 2001 11 26 0.0
15306 2001 11 27 0.0
15307 2001 11 28 0.0
15308 2001 11 29 0.0
15309 2001 11 30 7.1
15310 2001 12 1 8.0
15311 2001 12 2 1.1
15312 2001 12 3 0.0
15313 2001 12 4 0.0
15314 2001 12 5 0.0
15315 2001 12 6 0.0
15316 2001 12 7 0.0
15317 2001 12 8 0.0
15318 2001 12 9 0.0
15319 2001 12 10 0.0
15320 2001 12 11 0.0
15321 2001 12 12 0.0
15322 2001 12 13 0.0
15323 2001 12 14 0.1
15324 2001 12 15 0.0
15325 2001 12 16 0.0
15326 2001 12 17 0.0
15327 2001 12 18 0.0
15328 2001 12 19 0.0
15329 2001 12 20 0.0
15330 2001 12 21 0.0
15331 2001 12 22 0.0
15332 2001 12 23 22.3
15333 2001 12 24 0.0
15334 2001 12 25 0.0
15335 2001 12 26 0.0
15336 2001 12 27 0.0
15337 2001 12 28 0.0
15338 2001 12 29 0.0
15339 2001 12 30 0.0
15340 2001 12 31 0.0
15341 2002 1 1 0.0
15342 2002 1 2 0.0
15343 2002 1 3 0.0
15344 2002 1 4 0.0
15345 2002 1 5 13.3
15346 2002 1 6 17.4
15347 2002 1 7 0.0
15348 2002 1 8 0.0
15349 2002 1 9 0.0
15350 2002 1 10 0.0
15351 2002 1 11 0.0
15352 2002 1 12 0.0
15353 2002 1 13 0.0
15354 2002 1 14 0.0
15355 2002 1 15 0.0
15356 2002 1 16 0.0
15357 2002 1 17 0.0
15358 2002 1 18 0.0
15359 2002 1 19 0.0
15360 2002 1 20 0.0
15361 2002 1 21 0.0
15362 2002 1 22 0.7
15363 2002 1 23 0.0
15364 2002 1 24 0.0
15365 2002 1 25 0.0
15366 2002 1 26 0.0
15367 2002 1 27 0.0
15368 2002 1 28 0.0
15369 2002 1 29 0.0
15370 2002 1 30 0.0
15371 2002 1 31 0.0
15372 2002 2 1 0.0
15373 2002 2 2 0.0
15374 2002 2 3 0.0
15375 2002 2 4 0.0
15376 2002 2 5 0.0
15377 2002 2 6 0.0
15378 2002 2 7 0.3
15379 2002 2 8 0.0
15380 2002 2 9 0.0
15381 2002 2 10 0.0
15382 2002 2 11 0.9
15383 2002 2 12 0.0
15384 2002 2 13 0.0
15385 2002 2 14 0.0
15386 2002 2 15 0.0
15387 2002 2 16 0.0
15388 2002 2 17 1.1
15389 2002 2 18 0.0
15390 2002 2 19 0.0
15391 2002 2 20 10.0
15392 2002 2 21 0.0
15393 2002 2 22 0.0
15394 2002 2 23 10.9
15395 2002 2 24 0.0
15396 2002 2 25 0.0
15397 2002 2 26 8.8
15398 2002 2 27 0.9
15399 2002 2 28 0.0
15400 2002 3 1 0.0
15401 2002 3 2 0.0
15402 2002 3 3 11.4
15403 2002 3 4 0.0
15404 2002 3 5 0.0
15405 2002 3 6 3.2
15406 2002 3 7 0.0
15407 2002 3 8 0.6
15408 2002 3 9 0.0
15409 2002 3 10 63.3
15410 2002 3 11 0.0
15411 2002 3 12 0.0
15412 2002 3 13 0.0
15413 2002 3 14 0.0
15414 2002 3 15 7.9
15415 2002 3 16 11.8
15416 2002 3 17 0.0
15417 2002 3 18 0.0
15418 2002 3 19 0.0
15419 2002 3 20 0.0
15420 2002 3 21 0.0
15421 2002 3 22 0.0
15422 2002 3 23 0.2
15423 2002 3 24 0.7
15424 2002 3 25 0.0
15425 2002 3 26 0.2
15426 2002 3 27 0.0
15427 2002 3 28 3.4
15428 2002 3 29 0.0
15429 2002 3 30 0.0
15430 2002 3 31 0.0
15431 2002 4 1 0.0
15432 2002 4 2 0.0
15433 2002 4 3 0.0
15434 2002 4 4 5.6
15435 2002 4 5 0.3
15436 2002 4 6 44.4
15437 2002 4 7 32.0
15438 2002 4 8 0.1
15439 2002 4 9 0.3
15440 2002 4 10 0.0
15441 2002 4 11 0.0
15442 2002 4 12 0.0
15443 2002 4 13 35.2
15444 2002 4 14 0.0
15445 2002 4 15 47.0
15446 2002 4 16 0.4
15447 2002 4 17 0.0
15448 2002 4 18 1.3
15449 2002 4 19 1.0
15450 2002 4 20 0.0
15451 2002 4 21 10.2
15452 2002 4 22 0.0
15453 2002 4 23 0.0
15454 2002 4 24 0.0
15455 2002 4 25 0.0
15456 2002 4 26 12.8
15457 2002 4 27 0.0
15458 2002 4 28 0.0
15459 2002 4 29 0.0
15460 2002 4 30 2.1
15461 2002 5 1 2.5
15462 2002 5 2 0.0
15463 2002 5 3 0.3
15464 2002 5 4 0.0
15465 2002 5 5 0.0
15466 2002 5 6 0.0
15467 2002 5 7 0.0
15468 2002 5 8 1.2
15469 2002 5 9 0.0
15470 2002 5 10 0.9
15471 2002 5 11 0.0
15472 2002 5 12 0.0
15473 2002 5 13 0.0
15474 2002 5 14 64.7
15475 2002 5 15 0.8
15476 2002 5 16 0.2
15477 2002 5 17 0.0
15478 2002 5 18 0.0
15479 2002 5 19 16.4
15480 2002 5 20 13.7
15481 2002 5 21 1.0
15482 2002 5 22 12.3
15483 2002 5 23 0.0
15484 2002 5 24 0.0
15485 2002 5 25 0.0
15486 2002 5 26 0.0
15487 2002 5 27 0.4
15488 2002 5 28 14.8
15489 2002 5 29 0.0
15490 2002 5 30 0.0
15491 2002 5 31 0.0
15492 2002 6 1 0.0
15493 2002 6 2 0.6
15494 2002 6 3 0.0
15495 2002 6 4 18.7
15496 2002 6 5 12.1
15497 2002 6 6 21.2
15498 2002 6 7 0.0
15499 2002 6 8 2.0
15500 2002 6 9 30.2
15501 2002 6 10 0.5
15502 2002 6 11 0.0
15503 2002 6 12 0.0
15504 2002 6 13 0.0
15505 2002 6 14 0.0
15506 2002 6 15 0.0
15507 2002 6 16 0.0
15508 2002 6 17 0.0
15509 2002 6 18 46.7
15510 2002 6 19 0.0
15511 2002 6 20 0.0
15512 2002 6 21 0.7
15513 2002 6 22 0.0
15514 2002 6 23 0.0
15515 2002 6 24 0.0
15516 2002 6 25 0.0
15517 2002 6 26 42.9
15518 2002 6 27 0.0
15519 2002 6 28 0.0
15520 2002 6 29 4.5
15521 2002 6 30 0.0
15522 2002 7 1 0.0
15523 2002 7 2 6.5
15524 2002 7 3 33.3
15525 2002 7 4 0.0
15526 2002 7 5 48.4
15527 2002 7 6 0.0
15528 2002 7 7 0.0
15529 2002 7 8 36.8
15530 2002 7 9 0.0
15531 2002 7 10 0.1
15532 2002 7 11 2.5
15533 2002 7 12 0.0
15534 2002 7 13 0.0
15535 2002 7 14 0.0
15536 2002 7 15 0.0
15537 2002 7 16 18.4
15538 2002 7 17 3.5
15539 2002 7 18 0.1
15540 2002 7 19 5.8
15541 2002 7 20 0.0
15542 2002 7 21 0.1
15543 2002 7 22 1.5
15544 2002 7 23 4.0
15545 2002 7 24 0.2
15546 2002 7 25 0.0
15547 2002 7 26 0.0
15548 2002 7 27 5.0
15549 2002 7 28 0.0
15550 2002 7 29 0.0
15551 2002 7 30 0.0
15552 2002 7 31 71.0
15553 2002 8 1 16.8
15554 2002 8 2 0.0
15555 2002 8 3 0.0
15556 2002 8 4 0.0
15557 2002 8 5 60.4
15558 2002 8 6 1.8
15559 2002 8 7 0.3
15560 2002 8 8 0.0
15561 2002 8 9 0.6
15562 2002 8 10 0.7
15563 2002 8 11 0.0
15564 2002 8 12 0.0
15565 2002 8 13 0.0
15566 2002 8 14 1.5
15567 2002 8 15 0.0
15568 2002 8 16 0.1
15569 2002 8 17 0.0
15570 2002 8 18 0.0
15571 2002 8 19 0.0
15572 2002 8 20 17.5
15573 2002 8 21 5.9
15574 2002 8 22 0.0
15575 2002 8 23 0.0
15576 2002 8 24 0.0
15577 2002 8 25 0.5
15578 2002 8 26 0.0
15579 2002 8 27 0.0
15580 2002 8 28 0.0
15581 2002 8 29 8.4
15582 2002 8 30 0.0
15583 2002 8 31 0.0
15584 2002 9 1 0.0
15585 2002 9 2 13.8
15586 2002 9 3 0.4
15587 2002 9 4 0.3
15588 2002 9 5 0.1
15589 2002 9 6 0.0
15590 2002 9 7 0.0
15591 2002 9 8 0.0
15592 2002 9 9 42.7
15593 2002 9 10 0.0
15594 2002 9 11 0.0
15595 2002 9 12 0.0
15596 2002 9 13 0.0
15597 2002 9 14 0.0
15598 2002 9 15 0.0
15599 2002 9 16 0.0
15600 2002 9 17 0.0
15601 2002 9 18 0.1
15602 2002 9 19 0.0
15603 2002 9 20 0.0
15604 2002 9 21 10.8
15605 2002 9 22 0.0
15606 2002 9 23 47.0
15607 2002 9 24 14.7
15608 2002 9 25 0.0
15609 2002 9 26 0.0
15610 2002 9 27 0.0
15611 2002 9 28 0.0
15612 2002 9 29 0.0
15613 2002 9 30 0.0
15614 2002 10 1 0.0
15615 2002 10 2 0.0
15616 2002 10 3 0.0
